Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Date,Time,Time_in_Seconds,Cluster
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,SUTTER ST / STOCKTON ST,-122.406958660602,37.789434763004,2008-01-24,17:30:00,63000,3
WARRANTS,WARRANT ARREST,Saturday,BAYVIEW,"ARREST, BOOKED",1700 Block of NEWCOMB AV,-122.392643753605,37.736784880051296,2012-10-06,00:22:00,1320,2
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,CENTRAL,NONE,200 Block of SUTTER ST,-122.404792497904,37.7896529531396,2014-09-18,12:17:00,44220,3
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,100 Block of AVALON AV,-122.431394240512,37.7270674784981,2009-05-11,12:30:00,45000,0
VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,BAYVIEW,NONE,0 Block of WATERVILLE ST,-122.402686415572,37.73515677657221,2004-04-18,23:00:00,82800,0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,NORTHERN,NONE,BUCHANAN ST / GROVE ST,-122.428104235496,37.7771774966934,2006-10-17,22:40:00,81600,3
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,TENDERLOIN,NONE,0 Block of OFARRELL ST,-122.405895369887,37.786734218498296,2003-07-13,17:12:00,61920,3
WEAPON LAWS,"AMMUNITION, POSS. BY PROHIBITED PERSON",Saturday,BAYVIEW,"ARREST, BOOKED",700 Block of MENDELL ST,-122.386741935072,37.7386969258775,2011-08-13,16:53:00,60780,0
OTHER OFFENSES,FALSE PERSONATION,Friday,CENTRAL,"ARREST, BOOKED",LEAVENWORTH ST / SUTTER ST,-122.415186938172,37.7883866790789,2013-11-15,15:02:00,54120,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,NORTHERN,NONE,1800 Block of GOUGH ST,-122.425779226981,37.7904133229016,2007-06-01,00:01:00,60,2
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,INGLESIDE,NONE,800 Block of ELLSWORTH ST,-122.416446124049,37.7329162539537,2006-09-09,00:09:00,540,2
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,NORTHERN,NONE,2000 Block of CHESTNUT ST,-122.436797742278,37.800803173108896,2009-06-13,23:00:00,82800,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,BAY ST / LAGUNA ST,-122.43168292833,37.803266802688704,2009-08-20,23:00:00,82800,3
EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Tuesday,NORTHERN,NONE,3100 Block of SCOTT ST,-122.440957922572,37.7987682120412,2009-03-03,00:01:00,60,2
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.408913229808,37.781211650766295,2012-04-06,21:42:00,78120,3
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,MISSION,NONE,FOLSOM ST / 18TH ST,-122.415000536794,37.7620990020727,2005-01-25,08:30:00,30600,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,2200 Block of HYDE ST,-122.419453149497,37.8015461838233,2013-07-12,10:00:00,36000,2
TRESPASS,TRESPASSING,Thursday,PARK,"ARREST, CITED",1500 Block of FULTON ST,-122.44233710341,37.7763827691209,2009-12-10,12:55:00,46500,1
OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,MISSION,NONE,3500 Block of 21ST ST,-122.426204934798,37.7566507678161,2011-04-07,12:00:00,43200,1
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED",HARRISON ST / 1ST ST,-122.392940948704,37.7860677021294,2004-12-22,11:48:00,42480,3
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN,"ARREST, CITED",400 Block of JESSIE ST,-122.408534383763,37.7820325646934,2007-12-26,07:49:00,28140,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.394985875925,37.77709095340229,2015-01-21,22:40:00,81600,3
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TENDERLOIN,NONE,0 Block of MASON ST,-122.409268441444,37.7837998723601,2007-09-07,10:00:00,36000,2
SEX OFFENSES FORCIBLE,ORAL COPULATION,Thursday,PARK,NONE,2000 Block of OFARRELL ST,-122.438885953102,37.782558661635896,2011-09-22,08:30:00,30600,2
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,100 Block of OTIS ST,-122.420303482492,37.770896885856,2014-09-15,00:18:00,1080,2
OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Wednesday,SOUTHERN,NONE,9TH ST / HOWARD ST,-122.413163134283,37.7749926445156,2003-06-11,19:30:00,70200,3
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,NORTHERN,"ARREST, BOOKED",GREENWICH ST / BUCHANAN ST,-122.432581960193,37.799367941601,2005-01-30,21:53:00,78780,3
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED",HAIGHT ST / LAGUNA ST,-122.425514575395,37.7727341031093,2008-12-08,15:00:00,54000,3
WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",600 Block of MARKET ST,-122.403070886779,37.7877867423496,2014-02-20,07:55:00,28500,2
WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON,Wednesday,NORTHERN,"ARREST, BOOKED",1200 Block of POST ST,-122.42239642406,37.7864543795731,2005-06-01,17:35:00,63300,3
MISSING PERSON,MISSING ADULT,Monday,TARAVAL,LOCATED,100 Block of MIRAMAR AV,-122.458249653315,37.7209509913653,2013-08-19,20:00:00,72000,1
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 5TH ST,-122.408068345155,37.783991676793214,2003-11-14,15:13:00,54780,3
ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063,2007-08-22,11:39:00,41940,3
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Thursday,BAYVIEW,NONE,5500 Block of 3RD ST,-122.393274075345,37.7273105655646,2009-10-01,04:00:00,14400,0
ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,BAYVIEW,"ARREST, BOOKED",1700 Block of MCKINNON AV,-122.392084230651,37.7373992522935,2008-08-21,22:30:00,81000,0
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,SOUTHERN,NONE,500 Block of THE EMBARCADEROSOUTH ST,-122.398586934103,37.7999893077504,2010-01-11,14:15:00,51300,3
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,INGLESIDE,"ARREST, CITED",4500 Block of MISSION ST,-122.434263310171,37.7254969149557,2004-05-15,16:15:00,58500,1
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,500 Block of JACKSON ST,-122.403980132448,37.7964121687875,2007-02-21,20:00:00,72000,3
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE,100 Block of GRANT AV,-122.40502080789,37.7880208011824,2004-01-23,16:35:00,59700,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,PSYCHOPATHIC CASE,1000 Block of POLK ST,-122.419858277339,37.786137125238,2013-01-13,01:05:00,3900,2
ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,2010-10-07,20:00:00,72000,3
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,CENTRAL,PSYCHOPATHIC CASE,600 Block of FILBERT ST,-122.410220142966,37.8013225692058,2011-11-14,17:10:00,61800,3
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,-122.415120589338,37.7817589366405,2007-12-11,09:51:00,35460,2
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,0 Block of MISSOURI ST,-122.396902983388,37.7657760097022,2006-02-23,21:00:00,75600,3
WARRANTS,WARRANT ARREST,Tuesday,MISSION,"ARREST, BOOKED",16TH ST / HOFF ST,-122.420580440111,37.7649968622937,2006-09-05,11:30:00,41400,2
ASSAULT,THREATS AGAINST LIFE,Sunday,RICHMOND,NONE,3200 Block of CALIFORNIA ST,-122.447657570247,37.787207821057,2014-10-19,07:56:00,28560,1
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Wednesday,MISSION,NONE,2500 Block of MISSION ST,-122.418753848152,37.7562250119744,2011-01-12,21:00:00,75600,3
ASSAULT,BATTERY,Friday,RICHMOND,NONE,4100 Block of GEARY BL,-122.463764261964,37.7811749336778,2007-03-09,22:35:00,81300,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,0 Block of HAIGHT ST,-122.423023243605,37.7731064642904,2008-04-03,16:30:00,59400,3
OTHER OFFENSES,PROBATION VIOLATION,Friday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.421082850193,37.764910844226,2012-05-04,22:35:00,81300,3
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,3600 Block of 26TH ST,-122.421934867167,37.74875615940321,2007-12-28,12:00:00,43200,0
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,400 Block of MISSION ST,-122.397091759801,37.7900661929348,2010-06-14,12:30:00,45000,3
VEHICLE THEFT,STOLEN TRUCK,Wednesday,SOUTHERN,NONE,7TH ST / TOWNSEND ST,-122.401658145147,37.7718165835839,2008-11-12,09:00:00,32400,2
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE,1400 Block of MARKET ST,-122.418025338851,37.7759819721841,2008-10-15,09:45:00,35100,2
OTHER OFFENSES,TRAFFIC VIOLATION,Friday,INGLESIDE,"ARREST, BOOKED",600 Block of SAN JOSE AV,-122.421944348372,37.7459524019066,2006-03-10,21:40:00,78000,0
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603879,37.7948030325182,2011-05-06,12:10:00,43800,3
DRUG/NARCOTIC,POSSESSION OF OPIATES,Friday,INGLESIDE,"ARREST, BOOKED",BURROWS ST / PERU AV,-122.42283270896002,37.7239456956561,2012-07-27,01:35:00,5700,0
DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Wednesday,TENDERLOIN,NONE,GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,2006-07-26,13:47:00,49620,3
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,JUVENILE CITED,JENNINGS ST / HOLLISTER AV,-122.394304218721,37.7207846959676,2007-12-25,11:30:00,41400,0
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103,2009-02-08,17:59:00,64740,3
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,INGLESIDE,NONE,100 Block of WARD ST,-122.401643605336,37.7188999507729,2010-03-24,13:27:00,48420,0
MISSING PERSON,MISSING ADULT,Wednesday,TARAVAL,LOCATED,500 Block of RANDOLPH ST,-122.46755454771002,37.7143245782455,2007-05-02,23:30:00,84600,1
ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.409708423721,37.78282764988379,2012-10-18,19:10:00,69000,3
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,NORTHERN,"ARREST, BOOKED",POLK ST / BUSH ST,-122.420307355728,37.7886989511418,2003-10-17,02:43:00,9780,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,0 Block of WILLOW ST,-122.418456918346,37.7837268961644,2008-04-20,13:00:00,46800,3
MISSING PERSON,MISSING JUVENILE,Wednesday,INGLESIDE,LOCATED,5300 Block of DIAMONDHEIGHTS BL,-122.436266870505,37.7427715592858,2005-02-09,15:00:00,54000,1
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,MCALLISTER ST / POLK ST,-122.418600974632,37.780260751096286,2004-09-14,19:00:00,68400,3
NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,NONE,500 Block of CASTRO ST,-122.434994783089,37.76006971065671,2013-12-26,13:00:00,46800,1
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,300 Block of 9TH ST,-122.411277969882,37.7735786121372,2011-02-12,00:01:00,60,2
TRESPASS,TRESPASSING,Thursday,NORTHERN,NONE,3100 Block of LYON ST,-122.447472379102,37.7998725695195,2003-09-18,10:03:00,36180,1
OTHER OFFENSES,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",500 Block of LEAVENWORTH ST,-122.414782081215,37.7860514387143,2011-05-31,10:50:00,39000,2
ASSAULT,THREATENING PHONE CALL(S),Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055247968,37.7977714997338,2015-05-03,03:30:00,12600,2
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,INGLESIDE,"ARREST, BOOKED",MISSION ST / VIRGINIA AV,-122.421488652002,37.74312201456,2008-01-09,14:55:00,53700,0
SECONDARY CODES,DOMESTIC VIOLENCE,Monday,BAYVIEW,"ARREST, BOOKED",1300 Block of SHAFTER AV,-122.386029207283,37.7284441751214,2015-01-19,18:45:00,67500,0
OTHER OFFENSES,RESISTING ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411987643595,37.7850226622786,2014-04-04,16:28:00,59280,3
FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2004-07-06,09:00:00,32400,2
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,PARK,NONE,300 Block of LYON ST,-122.442729993046,37.7738917425954,2013-06-12,16:45:00,60300,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,GEARY BL / DIVISADERO ST,-122.439480772242,37.7833088100846,2014-09-17,16:30:00,59400,1
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,PARK,NONE,0 Block of BEULAH ST,-122.450910971518,37.7675357295038,2014-07-11,23:00:00,82800,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,HAIGHT ST / FILLMORE ST,-122.430436523474,37.772106966166895,2006-06-27,13:00:00,46800,1
OTHER OFFENSES,RESISTING ARREST,Sunday,RICHMOND,"ARREST, BOOKED",3300 Block of GEARY BL,-122.454715495025,37.7813970325524,2004-01-11,03:56:00,14160,1
ASSAULT,BATTERY,Friday,TENDERLOIN,NONE,LARKIN ST / EDDY ST,-122.41753069698,37.78331075399689,2010-04-09,20:50:00,75000,3
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,NONE,1500 Block of DAVIDSON AV,-122.390666243182,37.74525796800671,2006-11-30,15:00:00,54000,0
BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,TENDERLOIN,NONE,0 Block of STOCKTON ST,-122.406212878217,37.786037162351896,2011-09-07,15:30:00,55800,3
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,TARAVAL,NONE,0 Block of EDGAR PL,-122.452051804571,37.721722712546,2009-12-24,15:00:00,54000,1
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,TARAVAL,NONE,100 Block of MADRONE AV,-122.467889350061,37.7407303736895,2006-04-21,20:00:00,72000,1
WARRANTS,ENROUTE TO PAROLE OFFICER,Tuesday,SOUTHERN,"ARREST, BOOKED",100 Block of 8TH ST,-122.412936201665,37.7772031520244,2012-12-11,09:10:00,33000,2
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,MISSION,NONE,700 Block of TREAT AV,-122.413452850385,37.758151459573895,2004-11-09,13:00:00,46800,0
LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,RICHMOND,NONE,2100 Block of BRODERICK ST,-122.44249875978,37.7901183495566,2009-04-04,18:00:00,64800,1
ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,MISSION,NONE,600 Block of YORK ST,-122.409024621045,37.7611721822448,2003-10-15,00:15:00,900,2
LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,SOUTHERN,NONE,0 Block of MAIN ST,-122.395771566799,37.7924309627476,2007-07-26,18:20:00,66000,3
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,INGLESIDE,NONE,2100 Block of GENEVA AV,-122.420451998844,37.7085327739224,2005-08-26,00:27:00,1620,0
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621,2010-03-10,16:10:00,58200,3
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,1400 Block of 25TH ST,-122.393144087207,37.7525692256588,2011-11-28,21:00:00,75600,0
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2006-04-23,14:15:00,51300,3
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Wednesday,PARK,NONE,100 Block of BUENAVISTAEAST AV,-122.4386375261,37.7695794425474,2010-04-07,00:01:00,60,2
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,PARK,NONE,1800 Block of PAGE ST,-122.451257962254,37.770468310716,2013-10-29,12:00:00,43200,1
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TENDERLOIN,NONE,100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520673,2011-07-11,08:00:00,28800,2
LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Wednesday,RICHMOND,NONE,0 Block of PARSONS ST,-122.455414918573,37.7751403422114,2014-04-30,08:40:00,31200,1
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,SOUTHERN,NONE,600 Block of 4TH ST,-122.396186384499,37.77797391183,2004-04-01,00:01:00,60,2
NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,200 Block of BROADWAY ST,-122.401662259253,37.7985576656005,2007-11-01,09:00:00,32400,2
OTHER OFFENSES,RESISTING ARREST,Sunday,INGLESIDE,"ARREST, CITED",0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,2009-11-01,00:30:00,1800,1
ASSAULT,BATTERY,Sunday,TENDERLOIN,NONE,ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,2007-12-02,21:22:00,76920,3
ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Friday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.438695075365,37.7196920262929,2015-05-01,18:27:00,66420,1
ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Monday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / INGALLS ST,-122.382888987127,37.730342936395104,2005-03-07,16:26:00,59160,0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE,2900 Block of PACIFIC AV,-122.443835267233,37.7921365604231,2006-02-25,02:00:00,7200,2
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,RICHMOND,"ARREST, BOOKED",700 Block of 9TH AV,-122.467086795682,37.7742658827774,2015-02-19,06:25:00,23100,1
ASSAULT,BATTERY WITH SERIOUS INJURIES,Sunday,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.409703678335,37.7778041541706,2010-03-14,03:00:00,10800,2
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,2003-03-08,14:45:00,53100,3
VANDALISM,"MALICIOUS MISCHIEF, JUVENILE SUSPECT",Tuesday,BAYVIEW,JUVENILE CITED,600 Block of WAYLAND ST,-122.408565905637,37.7250628539961,2012-02-07,16:08:00,58080,0
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE,22ND ST / DE HARO ST,-122.400871906051,37.7571854885795,2003-09-02,21:00:00,75600,0
NON-CRIMINAL,LOST PROPERTY,Sunday,INGLESIDE,NONE,200 Block of PEABODY ST,-122.407922481294,37.7090040443126,2004-06-13,14:50:00,53400,0
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE,3600 Block of BRODERICK ST,-122.445434965598,37.8039594341406,2015-03-21,21:30:00,77400,1
ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Thursday,BAYVIEW,NONE,200 Block of HARBOR RD,-122.378392257534,37.7323312464378,2011-11-03,10:30:00,37800,0
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Monday,SOUTHERN,"ARREST, BOOKED",600 Block of MISSION ST,-122.400101750163,37.7876898900758,2014-06-09,00:34:00,2040,2
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,RICHMOND,"ARREST, CITED",ANZA ST / COOK ST,-122.45187011042,37.7804920168058,2005-05-17,11:15:00,40500,1
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,SOUTHERN,"ARREST, CITED",200 Block of 1ST ST,-122.394686364306,37.7875393825885,2007-03-07,15:30:00,55800,3
DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,MISSION,"ARREST, BOOKED",100 Block of ALBION ST,-122.422883130953,37.7644447722068,2010-03-10,13:50:00,49800,3
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,INGLESIDE,NONE,200 Block of BELLA VISTA WY,-122.449732963987,37.7379099151773,2003-10-14,23:00:00,82800,1
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,1900 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531,2011-08-27,15:26:00,55560,0
FRAUD,FALSE ID TO PEACE OFFICER,Tuesday,NORTHERN,"ARREST, BOOKED",500 Block of HAIGHT ST,-122.431289969136,37.7720549755537,2007-11-13,23:11:00,83460,3
OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Sunday,BAYVIEW,NONE,600 Block of JAMESTOWN AV,-122.387833652325,37.7131072321423,2010-11-21,15:30:00,55800,0
ASSAULT,BATTERY,Monday,NORTHERN,NONE,1300 Block of BUSH ST,-122.419486234049,37.7887480806774,2007-08-20,02:10:00,7800,2
ARSON,ARSON,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,2012-01-10,19:55:00,71700,3
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Wednesday,SOUTHERN,"ARREST, CITED",500 Block of 9TH ST,-122.407702149718,37.7706967930865,2013-05-29,12:30:00,45000,3
OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Thursday,PARK,JUVENILE CITED,100 Block of JOHNFKENNEDY DR,-122.457507583541,37.7711332354432,2010-06-03,09:17:00,33420,1
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN,"ARREST, BOOKED",400 Block of STEVENSON ST,-122.408560037296,37.7825859895625,2012-01-26,09:53:00,35580,2
MISSING PERSON,FOUND PERSON,Sunday,NORTHERN,LOCATED,VANNESS AV / BAY ST,-122.42511061323098,37.80414615262,2013-06-30,23:00:00,82800,3
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Friday,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165,2009-09-18,17:45:00,63900,3
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,NORTHERN,NONE,600 Block of HAYES ST,-122.427115347351,37.7764111993722,2011-11-19,12:00:00,43200,3
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Tuesday,MISSION,"ARREST, BOOKED",VALENCIA ST / 17TH ST,-122.421733767763,37.7632996945938,2013-05-14,02:33:00,9180,2
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED",FOLSOM ST / ESSEX ST,-122.395648600667,37.7863785494975,2008-08-18,23:00:00,82800,3
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,1000 Block of COLUMBUS AV,-122.415115800125,37.8037807941664,2012-09-22,00:26:00,1560,2
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,CASTRO ST / STATES ST,-122.435260251626,37.7634629489652,2015-02-19,23:30:00,84600,1
KIDNAPPING,CHILD STEALING,Wednesday,MISSION,NONE,100 Block of DUBOCE AV,-122.422760608099,37.76989903268221,2013-10-16,12:30:00,45000,3
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,MISSION,NONE,3000 Block of 16TH ST,-122.420070483636,37.7649720006151,2014-10-04,03:05:00,11100,2
OTHER OFFENSES,PROBATION VIOLATION,Sunday,BAYVIEW,"ARREST, BOOKED",1400 Block of THOMAS AV,-122.388542831272,37.72878928885479,2009-08-23,10:56:00,39360,0
NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,POLK ST / PINE ST,-122.420497288797,37.789618819232,2003-09-18,21:00:00,75600,3
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,SPEAR ST / HARRISON ST,-122.389432577161,37.7888379056123,2011-12-28,19:30:00,70200,3
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,200 Block of ELLIS ST,-122.410345341262,37.785230998983295,2006-01-14,03:18:00,11880,2
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN,"ARREST, BOOKED",LARKIN ST / WILLOW ST,-122.41762232101,37.78377623856839,2012-04-04,14:20:00,51600,3
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE,1100 Block of PLYMOUTH AV,-122.456076908027,37.7228860139189,2005-10-20,09:40:00,34800,1
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,300 Block of 9TH ST,-122.410416664036,37.7727234013654,2010-11-04,12:00:00,43200,3
